eigwn6.1;bring6.2;abhol6.3;rhslf6.4;umgng7.1;begrs7.2;eltrn7.3;mtein7.4;siort7.5;ermt7.6;gespr8.1;anspr8.2;ofohr8.3;austs8.4;infrm8.5;etwgs8.6;ptner8.7;ausef8.8;auflt8.9;mitw8.10;eamt8.11;hosp8.12;pdar8.13;eins8.14;besw8.15;ents8.16;eazf8.17;ifpd8.18;betl8.19;gsmt8.20;ifokd9.1;ifopk9.2;ifomg9.3;ifotg9.4;ifoes9.5;ifobe9.6;ifoei9.7;ifotr9.8;Kitadauer;Alter;Region
4;2;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;4;3;2;2;4;3;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;5;FRÖBEL Köln gGmbH
4;3;4;4;4;4;4;4;4;4;3;4;4;4;3;3;3;4;4;3;2;3;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;1;3;FRÖBEL Köln gGmbH
4;3;2;4;4;4;4;4;4;4;4;4;4;3;3;3;2;2;3;4;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;2;3;2;4;5;FRÖBEL Köln gGmbH
4;4;2;;4;4;4;4;3;3;4;4;4;4;4;4;2;2;3;3;3;3;4;3;3;3;3;3;3;3;4;4;3;2;3;2;3;2;2;3;FRÖBEL Köln gGmbH
4;4;4;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;4;4;4;4;4;4;4;4;4;3;3;3;4;2;4;3;2;5;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;4;4;4;4;4;4;4;4;4;3;4;4;4;;4;3;1;3;FRÖBEL Köln gGmbH
4;3;2;2;3;;3;4;3;3;3;3;3;3;3;3;2;2;2;3;;;4;;;;2;3;3;3;3;3;3;2;4;1;3;2;2;5;FRÖBEL Köln gGmbH
4;4;3;3;4;4;4;4;4;4;3;4;3;3;3;4;2;2;4;2;3;3;4;3;3;3;3;4;4;4;4;4;3;4;4;;1;1;3;5;FRÖBEL Köln gGmbH
4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;4;3;;3;3;;;3;2;3;3;3;3;3;3;3;3;2;3;3;2;3;2;4;5;FRÖBEL Köln gGmbH
4;4;4;3;4;3;4;4;4;4;3;4;4;3;3;4;3;;3;2;;;3;;4;4;3;3;3;3;3;3;2;3;4;2;3;2;4;5;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;4;2;4;5;FRÖBEL Köln gGmbH
4;3;3;3;4;3;4;4;3;3;4;4;4;4;4;4;3;4;3;4;3;;4;3;4;4;3;3;4;4;4;4;4;4;4;3;3;3;1;4;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;FRÖBEL Köln gGmbH
;4;4;3;4;4;4;4;4;4;4;4;4;4;3;4;3;3;2;3;1;;3;3;3;3;4;4;4;4;3;4;2;2;4;;3;3;3;5;FRÖBEL Köln gGmbH
4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;3;3;4;;4;3;;4;3;4;4;4;4;3;3;3;3;4;3;4;2;2;5;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;4;4;4;3;4;4;4;1;4;2;1;2;FRÖBEL Köln gGmbH
4;3;3;2;4;3;4;4;4;4;3;4;4;4;3;4;4;3;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;2;4;3;3;5;FRÖBEL Köln gGmbH
4;3;3;3;4;3;4;3;4;4;2;3;4;4;4;3;2;2;3;3;3;3;3;;3;3;3;3;3;3;3;3;3;4;3;1;3;2;2;3;FRÖBEL Köln gGmbH
3;3;3;2;4;3;4;4;3;3;3;3;3;3;2;3;3;3;3;2;2;3;3;3;3;2;3;2;2;3;2;2;2;3;4;1;;1;4;5;FRÖBEL Köln gGmbH
4;3;4;4;4;4;4;3;3;3;4;4;3;4;4;4;2;;4;3;3;3;3;3;4;4;4;3;4;4;4;3;3;3;4;3;4;4;3;5;FRÖBEL Köln gGmbH
4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;2;4;4;4;4;3;4;4;;4;2;1;4;FRÖBEL Köln gGmbH
2;3;3;;3;2;3;3;2;2;2;3;3;3;2;3;2;3;2;4;4;3;3;3;4;4;3;3;4;2;2;3;4;2;4;2;4;4;3;5;FRÖBEL Köln gGmbH
3;3;3;3;4;3;3;3;3;3;2;3;3;3;1;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;2;3;3;3;5;FRÖBEL Köln gGmbH
4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;2;2;4;4;3;4;4;3;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4;6;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;1;;4;4;4;4;4;3;3;4;4;4;4;4;4;1;4;3;4;5;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;;;3;3;4;4;2;3;4;4;4;3;2;4;3;2;4;1;1;2;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;2;5;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;;4;4;4;4;4;4;4;4;4;4;4;4;;2;4;3;1;4;FRÖBEL Köln gGmbH
4;3;4;3;4;4;4;2;3;3;3;3;4;3;3;3;3;3;3;3;3;2;2;2;;2;3;3;3;3;4;4;3;3;4;2;3;2;1;5;FRÖBEL Köln gGmbH
4;4;4;4;4;3;4;3;4;2;4;4;4;4;4;3;3;3;3;3;4;2;3;2;3;3;3;3;4;4;4;4;3;3;4;2;3;2;1;2;FRÖBEL Köln gGmbH
3;3;3;3;3;2;2;3;2;3;3;3;3;3;3;2;2;2;2;2;2;2;2;3;2;2;3;2;2;2;2;2;2;3;3;3;3;3;3;6;FRÖBEL Köln gGmbH
3;4;4;;4;3;3;;3;3;3;2;2;3;2;3;3;3;3;3;1;;;;1;3;3;3;3;3;3;3;2;2;3;1;3;1;4;6;FRÖBEL Köln gGmbH
4;4;4;;3;4;4;4;4;4;4;4;4;4;3;4;2;2;;2;1;1;3;2;4;2;3;3;4;3;3;3;1;3;4;1;3;1;3;5;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;1;;2;1;1;4;2;1;4;1;3;3;1;3;4;1;1;3;4;1;3;1;1;2;FRÖBEL Köln gGmbH
4;4;4;1;3;1;2;2;1;1;1;1;2;1;1;2;1;1;4;1;1;1;1;1;2;2;;;;1;2;2;2;1;4;;1;4;2;4;FRÖBEL Köln gGmbH
4;4;4;4;3;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;3;3;3;3;4;3;3;3;4;4;2;1;3;4;3;5;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;1;4;FRÖBEL Köln gGmbH
3;3;2;;3;2;3;;3;;3;3;1;3;3;3;2;2;3;2;2;2;2;2;3;3;2;2;3;1;2;1;2;1;2;1;1;2;2;3;FRÖBEL Köln gGmbH
3;1;2;2;3;1;2;2;2;2;1;2;1;2;1;2;2;1;2;1;2;1;2;2;2;;1;1;1;1;2;1;1;2;3;1;2;2;2;4;FRÖBEL Köln gGmbH
3;4;4;3;4;4;4;4;4;;;3;1;3;3;3;2;1;4;1;2;2;3;3;4;3;;;;;3;2;3;3;4;;2;3;1;3;FRÖBEL Köln gGmbH
3;2;2;2;3;;3;2;2;;2;1;1;2;1;2;1;2;1;1;1;1;1;2;3;1;1;1;1;1;1;1;1;2;3;1;1;1;2;5;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;3;4;2;3;2;4;3;4;3;3;3;2;4;4;4;2;4;4;;4;3;2;3;FRÖBEL Köln gGmbH
4;2;2;1;4;2;4;;3;;2;3;2;3;2;3;3;3;3;1;2;2;3;;;3;2;2;1;1;2;1;2;2;;3;1;1;2;4;FRÖBEL Köln gGmbH
4;3;1;1;4;3;3;1;2;1;2;2;1;3;2;4;2;2;2;1;2;1;1;2;2;1;1;1;1;1;2;2;2;2;3;1;1;1;2;5;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;3;4;;4;4;1;4;3;4;2;3;4;1;2;1;2;2;3;3;1;1;1;2;3;1;2;3;4;1;1;1;1;3;FRÖBEL Köln gGmbH
3;3;3;3;2;1;3;1;1;;2;1;1;2;2;2;3;3;3;1;1;1;1;2;1;1;1;1;2;1;2;1;1;2;3;1;2;1;2;3;FRÖBEL Köln gGmbH
3;3;3;3;4;4;4;3;3;2;3;3;1;3;3;3;1;2;3;1;1;1;2;2;3;1;1;1;1;1;3;1;1;1;3;1;1;1;1;2;FRÖBEL Köln gGmbH
3;4;3;3;4;3;4;3;3;3;3;3;1;3;3;4;2;2;3;2;2;2;2;2;;1;1;2;2;2;3;2;2;2;3;1;1;1;1;3;FRÖBEL Köln gGmbH
4;3;3;4;4;3;3;2;3;4;3;2;3;;3;4;2;1;4;2;3;3;1;2;1;1;2;2;3;3;3;1;2;3;2;1;3;3;1;3;FRÖBEL Köln gGmbH
3;2;2;3;4;2;3;3;3;3;1;3;1;3;3;2;2;2;2;2;2;2;1;1;2;1;1;1;2;1;2;2;2;1;2;1;1;3;2;3;FRÖBEL Köln gGmbH
3;1;1;2;3;2;2;2;2;;1;1;1;2;1;3;2;2;3;1;2;1;1;;;2;1;3;3;2;1;1;1;2;1;;3;2;2;5;FRÖBEL Köln gGmbH
4;1;3;2;3;1;3;2;2;3;1;2;1;3;3;4;3;3;3;3;2;2;3;2;2;3;1;2;3;2;2;2;3;3;2;1;3;2;2;5;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;;3;;;;4;4;4;3;4;4;3;3;3;2;3;FRÖBEL Köln gGmbH
;;;;4;2;3;1;3;4;3;3;1;3;1;3;2;1;3;3;3;3;2;2;2;3;1;1;1;3;3;2;1;2;2;1;1;1;2;4;FRÖBEL Köln gGmbH
2;3;;4;4;4;4;4;3;3;3;4;4;4;4;4;2;3;3;2;3;3;3;3;3;3;4;4;4;3;3;3;3;3;;3;3;3;1;4;FRÖBEL Köln gGmbH
2;1;3;;4;2;3;3;2;2;2;3;1;3;2;1;;;3;1;1;2;1;;3;1;1;1;1;1;2;1;1;3;3;1;2;3;2;5;FRÖBEL Köln gGmbH
2;1;3;2;3;2;3;3;3;2;2;3;1;3;2;1;;;3;1;1;1;1;;3;1;1;1;1;1;2;1;1;3;3;1;1;3;2;5;FRÖBEL Köln gGmbH
2;3;1;;3;3;3;;;;1;1;1;1;1;1;;1;2;1;2;2;1;1;1;;2;2;2;2;1;2;1;2;2;1;2;2;2;4;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;;;;;;2;;4;3;4;4;4;4;4;3;1;3;3;2;5;FRÖBEL Köln gGmbH
4;4;4;4;4;2;4;4;4;4;3;3;3;3;3;3;3;;3;3;3;3;3;;4;3;3;3;;3;3;3;3;3;3;2;3;3;1;4;FRÖBEL Köln gGmbH
4;1;;2;4;3;3;3;3;3;2;2;3;3;2;2;1;1;3;3;3;;2;2;2;;3;3;3;3;3;2;3;3;2;1;3;3;2;3;FRÖBEL Köln gGmbH
4;2;4;4;3;3;4;3;4;4;2;3;4;3;4;3;1;1;4;2;3;3;3;1;3;1;1;1;1;2;3;2;2;2;4;3;2;3;1;4;FRÖBEL Köln gGmbH
3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;3;3;2;2;3;2;3;3;3;3;3;2;3;2;2;2;3;3;2;4;FRÖBEL Köln gGmbH
4;2;4;3;3;4;3;4;2;3;3;4;4;3;3;3;3;3;3;4;4;3;2;2;3;2;3;3;3;3;3;3;4;2;2;2;3;3;3;5;FRÖBEL Köln gGmbH
2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;4;4;4;4;4;3;4;3;4;3;1;4;FRÖBEL Köln gGmbH
4;4;4;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;;4;4;4;4;4;3;4;3;3;5;FRÖBEL Köln gGmbH
3;2;3;3;3;4;3;3;3;3;3;3;3;3;3;3;2;;2;;3;;3;3;;3;3;3;;3;3;3;;3;3;;3;3;4;6;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;4;4;4;4;4;3;4;4;;;4;4;3;3;;3;3;;3;3;2;4;FRÖBEL Köln gGmbH
2;3;3;;3;3;2;;3;;3;2;3;3;3;3;2;2;2;3;;;3;2;1;3;;;;2;3;3;3;3;3;2;3;3;2;5;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;2;4;4;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;FRÖBEL Köln gGmbH
2;1;3;3;4;3;3;3;3;3;4;3;4;3;4;4;4;3;3;4;3;2;3;2;2;3;;;;3;3;2;;1;3;;3;3;3;5;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;2;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;2;3;3;2;3;FRÖBEL Köln gGmbH
4;4;4;1;3;1;2;3;2;2;3;4;4;4;2;3;3;2;3;2;2;3;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;3;5;FRÖBEL Köln gGmbH
4;4;4;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;2;4;4;2;4;FRÖBEL Köln gGmbH
4;4;4;3;4;4;4;3;4;4;4;3;3;4;4;3;4;4;4;4;4;4;3;;3;4;4;4;4;4;4;3;3;3;4;2;1;2;2;3;FRÖBEL Köln gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;5;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;3;4;3;3;3;4;3;3;;3;3;3;3;4;1;4;FRÖBEL Rhein-Ruhr gGmbH
2;3;3;1;3;2;3;3;2;4;2;4;4;3;2;3;2;1;1;;4;4;2;3;1;3;3;1;3;3;1;1;3;1;4;1;1;1;3;5;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;4;4;4;4;4;4;4;4;4;4;;4;4;4;4;5;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;3;4;3;3;4;;3;4;3;4;4;4;4;4;4;3;3;3;3;3;3;3;3;1;4;FRÖBEL Rhein-Ruhr gGmbH
3;3;4;;4;4;4;4;4;4;3;3;4;3;2;;2;2;3;4;4;4;4;;4;3;2;3;3;4;2;4;4;3;;2;3;4;1;5;FRÖBEL Rhein-Ruhr gGmbH
4;1;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;4;4;4;4;4;4;4;4;4;4;4;;;;4;4;2;5;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;;4;4;4;;3;;4;4;4;4;3;4;3;2;1;4;4;;2;2;4;;4;3;4;4;3;;4;3;4;2;4;4;1;4;FRÖBEL Rhein-Ruhr gGmbH
2;4;4;;4;4;4;4;4;3;4;4;4;4;4;;3;3;4;1;2;2;2;3;3;2;2;2;2;2;4;2;2;2;4;1;2;1;1;3;FRÖBEL Rhein-Ruhr gGmbH
1;3;3;1;3;1;4;;2;;2;3;3;3;1;;3;;3;1;4;3;;;;;2;2;3;2;2;1;3;2;4;1;2;3;1;4;FRÖBEL Rhein-Ruhr gGmbH
2;2;2;2;3;3;3;;;;3;3;3;3;2;;1;2;2;3;4;3;2;2;3;2;3;2;3;3;2;2;2;2;3;2;2;2;1;4;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;;4;;3;4;4;4;3;2;;1;4;4;4;4;3;3;3;3;3;2;3;3;1;3;FRÖBEL Rhein-Ruhr gGmbH
1;4;1;3;3;3;3;;2;2;1;3;3;3;1;1;1;1;1;3;4;3;1;1;1;1;2;3;3;1;1;3;2;1;2;2;2;2;1;5;FRÖBEL Rhein-Ruhr gGmbH
1;1;3;4;4;4;4;3;3;;3;4;3;3;3;;1;1;3;3;3;;2;;3;1;3;3;3;2;3;1;1;1;3;1;2;2;1;3;FRÖBEL Rhein-Ruhr gGmbH
2;3;3;4;4;4;4;4;3;3;4;4;4;4;4;4;2;2;4;3;4;4;3;3;3;2;4;3;4;3;4;4;4;3;4;4;3;4;1;4;FRÖBEL Rhein-Ruhr gGmbH
3;2;3;3;4;3;4;3;2;;3;1;2;3;2;;1;1;3;1;2;2;1;;;1;2;3;3;1;2;2;1;1;2;1;2;3;1;5;FRÖBEL Rhein-Ruhr gGmbH
3;4;3;3;3;3;4;4;3;3;3;3;3;3;3;;2;2;4;4;4;3;3;2;2;;;;;3;3;2;3;3;4;1;3;2;1;4;FRÖBEL Rhein-Ruhr gGmbH
3;3;3;3;4;4;4;3;3;3;3;3;2;3;2;;;2;3;3;4;4;2;2;2;3;3;2;3;3;3;2;3;2;3;1;3;2;1;4;FRÖBEL Rhein-Ruhr gGmbH
4;4;3;3;4;4;4;4;4;4;3;4;3;3;2;2;2;1;4;3;4;;3;2;3;3;3;3;2;3;3;2;3;3;4;2;3;3;1;5;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;4;3;1;3;3;2;;3;4;3;4;2;;2;1;4;2;3;3;2;1;3;2;3;2;3;2;2;2;3;2;4;1;2;;1;4;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;;2;4;4;4;4;4;4;4;4;3;4;3;4;3;4;4;4;2;3;4;1;4;FRÖBEL Rhein-Ruhr gGmbH
1;4;4;2;4;4;4;4;4;4;3;3;3;3;3;;2;3;4;4;4;4;3;4;4;3;3;3;4;4;3;3;4;4;4;1;3;3;1;3;FRÖBEL Rhein-Ruhr gGmbH
2;4;4;3;3;2;3;4;3;3;4;3;3;3;2;2;2;2;2;3;3;3;2;3;3;;3;2;4;3;3;2;3;3;3;1;3;2;1;5;FRÖBEL Rhein-Ruhr gGmbH
1;3;3;4;4;4;4;4;4;4;4;4;4;4;4;;4;4;4;4;;3;3;4;4;3;3;3;3;4;4;2;3;2;4;1;2;1;1;4;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;;3;2;3;3;4;3;2;2;;3;3;2;4;3;3;3;3;4;4;2;4;4;1;4;FRÖBEL Rhein-Ruhr gGmbH
3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;2;3;3;4;3;2;2;2;4;4;3;2;3;4;3;3;3;1;2;FRÖBEL Rhein-Ruhr gGmbH
3;3;4;4;4;2;3;3;3;4;2;3;3;3;2;;2;2;4;4;4;3;3;;3;3;3;3;4;3;3;3;3;2;3;1;3;;1;3;FRÖBEL Rhein-Ruhr gGmbH
3;3;3;;4;4;4;4;3;3;4;4;4;4;3;4;3;4;4;3;3;4;4;;4;4;;;;3;3;4;4;4;4;4;4;4;1;4;FRÖBEL Rhein-Ruhr gGmbH
3;3;3;3;3;3;3;3;3;3;3;3;;4;3;3;2;2;3;2;2;3;3;2;3;;2;2;3;3;3;2;3;3;3;2;3;2;1;2;FRÖBEL Rhein-Ruhr gGmbH
4;4;3;4;4;4;4;4;4;4;4;4;3;4;3;4;2;3;3;;3;3;3;3;;4;3;3;3;3;3;3;3;4;4;4;4;3;1;2;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;3;4;3;3;3;4;4;2;3;3;3;2;;2;1;3;3;1;1;2;1;3;2;3;2;3;3;1;3;2;3;3;3;3;3;1;3;FRÖBEL Rhein-Ruhr gGmbH
4;3;1;3;3;2;3;2;3;;1;2;;1;2;1;2;2;3;3;3;3;1;;;3;3;3;3;2;2;3;3;3;4;3;2;3;2;4;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;3;3;4;4;4;3;4;4;3;3;4;4;4;4;4;2;1;2;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;3;3;4;4;4;3;3;4;4;4;3;4;4;4;4;4;3;1;1;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;4;4;4;4;4;4;2;3;FRÖBEL Rhein-Ruhr gGmbH
4;2;3;4;2;2;1;;;;1;4;4;2;3;3;3;;1;;2;2;2;2;4;4;1;1;1;2;4;2;2;4;4;2;3;3;2;4;FRÖBEL Rhein-Ruhr gGmbH
4;3;3;3;3;3;3;3;3;;2;2;3;3;3;2;2;2;4;4;4;3;2;1;3;3;3;2;3;3;2;2;3;2;3;3;3;1;2;3;FRÖBEL Rhein-Ruhr gGmbH
3;2;2;3;4;4;4;2;2;;2;3;1;1;1;1;3;;4;2;3;3;1;4;4;;3;1;1;1;1;1;1;1;3;1;1;3;2;4;FRÖBEL Rhein-Ruhr gGmbH
3;3;3;;4;3;3;3;4;3;3;4;3;3;3;;;3;4;;3;;;;3;2;;;;3;3;3;2;3;3;;3;2;2;3;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;4;4;3;4;1;;;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;4;4;4;4;4;4;;4;4;4;4;1;2;5;FRÖBEL Rhein-Ruhr gGmbH
4;4;2;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;2;3;3;2;3;3;4;4;4;4;4;4;4;4;4;4;3;2;3;2;2;5;FRÖBEL Rhein-Ruhr gGmbH
;1;1;1;2;2;3;2;2;3;2;2;1;2;1;1;1;1;1;1;4;3;1;1;1;1;1;1;1;1;2;2;2;1;1;2;3;2;2;4;FRÖBEL Rhein-Ruhr gGmbH
4;3;3;4;4;3;4;3;4;4;3;4;4;4;4;2;2;2;3;3;3;;3;3;4;4;3;2;3;3;3;2;3;3;2;2;3;2;2;3;FRÖBEL Rhein-Ruhr gGmbH
4;4;2;3;4;3;3;2;3;;3;3;2;3;3;1;3;;3;;3;;1;;;;2;;;;2;2;2;2;3;3;2;2;1;2;FRÖBEL Rhein-Ruhr gGmbH
4;4;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;1;4;3;3;3;2;3;3;3;3;3;3;3;3;1;4;3;3;3;2;4;FRÖBEL Rhein-Ruhr gGmbH
3;3;3;3;4;4;4;4;3;3;3;3;3;3;2;2;2;3;4;3;3;3;3;3;1;3;2;2;;3;3;2;2;3;3;3;2;2;1;2;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;3;4;3;4;4;3;4;4;2;2;FRÖBEL Rhein-Ruhr gGmbH
3;2;2;3;4;3;3;3;3;;3;3;;3;2;;2;2;3;3;4;;2;1;;;;2;;3;3;2;2;2;2;1;2;1;1;2;FRÖBEL Rhein-Ruhr gGmbH
3;2;1;2;3;2;3;2;2;;2;2;;2;2;2;1;1;1;2;;2;2;1;2;3;2;2;;2;2;1;1;1;1;1;1;1;2;4;FRÖBEL Rhein-Ruhr gGmbH
4;3;2;3;3;3;3;2;3;;3;3;4;2;2;1;2;1;3;2;2;2;2;2;2;2;2;3;3;2;3;2;2;2;2;2;2;2;2;2;FRÖBEL Rhein-Ruhr gGmbH
1;2;4;4;3;4;3;;;;2;3;4;;2;1;1;1;1;3;4;3;1;1;2;1;;;;2;1;1;2;1;3;1;2;1;1;4;FRÖBEL Rhein-Ruhr gGmbH
3;3;3;;2;2;3;3;3;3;2;2;2;3;2;3;2;2;2;2;2;2;2;2;3;2;3;3;3;3;3;2;2;2;4;2;3;3;3;6;FRÖBEL Rhein-Ruhr gGmbH
2;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;3;3;5;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;3;4;3;3;3;1;3;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;3;3;3;;4;4;3;4;4;4;4;4;4;4;2;4;3;1;4;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;;3;4;4;3;3;3;3;4;;4;4;4;2;2;2;1;3;2;3;3;3;3;;;;3;3;;2;2;3;3;2;2;4;6;FRÖBEL Rhein-Ruhr gGmbH
3;4;4;2;3;4;4;;3;3;3;4;4;4;3;4;3;4;4;3;4;4;2;3;4;3;;3;3;3;3;3;2;2;4;;3;3;4;6;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4;4;3;4;3;2;5;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;2;5;FRÖBEL Rhein-Ruhr gGmbH
4;4;3;;4;2;4;;3;;3;3;4;3;4;3;4;3;4;4;4;3;3;1;;;4;3;4;3;3;3;2;4;4;;3;2;1;4;FRÖBEL Rhein-Ruhr gGmbH
;4;4;;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;3;4;3;3;4;4;4;4;4;4;4;3;3;3;;3;3;3;2;5;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;;4;3;1;4;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;4;3;3;5;FRÖBEL Rhein-Ruhr gGmbH
4;3;3;;4;3;4;4;3;4;3;3;3;4;4;4;3;3;3;3;3;4;4;3;4;4;4;4;4;3;4;4;3;3;4;2;3;3;3;6;FRÖBEL Rhein-Ruhr gGmbH
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;5;FRÖBEL Rhein-Ruhr gGmbH
